"run_timestamp_utc","run_context_config_dir","run_context_out_dir","provenance_run_id","provenance_run_timestamp_utc","provenance_config_id","provenance_config_path","provenance_stage_id","interface_contract","interface_version","interface_required_columns","interface_schema_signature_md5","artifact_family","path","artifact_hash_md5","artifact_size_bytes","enabled","exists","row_count","required_columns","missing_columns","status","notes"
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","quarter_end","700685fb1e6fda95f47ec9f0018ec551","stacked_quarterly","packaged-results/dass-R/poverty_outcomes_baseline/stacked_quarterly.csv","64d1a808007e9f57be3eba38adbb03ba",566215,TRUE,TRUE,144,"quarter_end","","pass",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","estimate;estimator;horizon;outcome;p;run_id;se;treatment","f99704bf981bd139e380f1cf5fee8ca1","results","packaged-results/dass-R/poverty_outcomes_baseline/results.csv","e3db5579378617e191c50c417e5fc4bc",131746,TRUE,TRUE,216,"estimate;estimator;horizon;outcome;p;run_id;se;treatment","","pass",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","estimator;quality_pass;runs","f8b84dc8725c8795cbd2b8f72b9f4095","estimator_diagnostics","packaged-results/dass-R/poverty_outcomes_baseline/estimator_diagnostics.csv","68213cc0977907f5b7521c55e9d4e72d",239,TRUE,TRUE,2,"estimator;quality_pass;runs","","pass","extended diagnostics columns may vary; these are minimum gate columns"
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","ci_high;ci_low;design;effect;estimator;horizon;n_obs;notes;outcome;p_value;question_id;run_id;se;status;treatment","89b9a04fa54bcba05e6dbe63935ad433","id_estimates","packaged-results/dass-R/poverty_outcomes_baseline/id/id_estimates.csv","",NA,FALSE,FALSE,NA,"ci_high;ci_low;design;effect;estimator;horizon;n_obs;notes;outcome;p_value;question_id;run_id;se;status;treatment","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","design;diagnostic;metric;notes;passed;question_id;run_id;status;threshold;value","95590f69154d31bd55ff67921e15a874","id_diagnostics","packaged-results/dass-R/poverty_outcomes_baseline/id/id_diagnostics.csv","",NA,FALSE,FALSE,NA,"design;diagnostic;metric;notes;passed;question_id;run_id;status;threshold;value","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","confidence_tier;design;effect_direction;evidence_tag;notes;question_id;run_id;status","cc965ffd9a0e2f2d42cb8d550bf72b7b","id_summary","packaged-results/dass-R/poverty_outcomes_baseline/id/id_summary.csv","",NA,FALSE,FALSE,NA,"confidence_tier;design;effect_direction;evidence_tag;notes;question_id;run_id;status","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","comparison_flag;did_direction;did_evidence_tag;did_status;did_tier;direction_alignment;event_study_direction;event_study_evidence_tag;event_study_status;event_study_tier;notes;question_id;run_id;status;tier_alignment","7024281867084284b77244c02aa5e604","id_design_compare","packaged-results/dass-R/poverty_outcomes_baseline/id/id_design_compare.csv","",NA,FALSE,FALSE,NA,"comparison_flag;did_direction;did_evidence_tag;did_status;did_tier;direction_alignment;event_study_direction;event_study_evidence_tag;event_study_status;event_study_tier;notes;question_id;run_id;status;tier_alignment","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","","68b329da9893e34099c7d8ad5cb9c940","id_assumptions_md","packaged-results/dass-R/poverty_outcomes_baseline/id/id_assumptions.md","",NA,FALSE,FALSE,NA,"","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","group;rank;run_id;rw_stepdown_p","d432aa5d9cc7263dd1f0bfe399f8375b","romano_wolf_null_draws","packaged-results/dass-R/poverty_outcomes_baseline/romano_wolf_null_draws.csv","",NA,FALSE,FALSE,NA,"group;rank;run_id;rw_stepdown_p","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","design;n_perm;p_perm","6b87538f1b9de2d6c060f4713c7a116e","permutation_inference","packaged-results/dass-R/poverty_outcomes_baseline/permutation_inference.csv","",NA,FALSE,FALSE,NA,"design;n_perm;p_perm","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","bound_high;bound_low;p_bound","59478767f49e993a271a3ae111052e00","sensitivity_bounds","packaged-results/dass-R/poverty_outcomes_baseline/sensitivity_bounds.csv","",NA,FALSE,FALSE,NA,"bound_high;bound_low;p_bound","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","endpoint_delta;stable","a355cbea146bc6f05fa6e70564386d99","endpoint_stability","packaged-results/dass-R/poverty_outcomes_baseline/endpoint_stability.csv","",NA,FALSE,FALSE,NA,"endpoint_delta;stable","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","calibration_pass;power_proxy","9242f3dad86fac9d1b9839afb1e4b010","synthetic_calibration_harness","packaged-results/dass-R/poverty_outcomes_baseline/synthetic_calibration_harness.csv","",NA,FALSE,FALSE,NA,"calibration_pass;power_proxy","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","metric;value","bc08186768bb158552ac1036f3ff4e6a","synthetic_calibration_gate","packaged-results/dass-R/poverty_outcomes_baseline/synthetic_calibration_gate.csv","",NA,FALSE,FALSE,NA,"metric;value","","skipped_disabled",""
"2026-04-03T20:08:02Z","econark-r/dass-R","packaged-results/dass-R/poverty_outcomes_baseline","dass_manifest_20260403T200802Z","2026-04-03T20:08:02Z","config_dass_poverty_outcomes_baseline","econark-r/dass-R/config_dass_poverty_outcomes_baseline.R","contract_manifest","dass_dflmx","1.0.0","","68b329da9893e34099c7d8ad5cb9c940","report_md","packaged-results/dass-R/poverty_outcomes_baseline/report.md","bdc0e52b0d34420452df60d20ba717db",525,TRUE,TRUE,NA,"","","pass",""
